16.27	9.77	-91.35	-70.6	-91.525	-99	-99	-99	-99	-99	-99	-57.475	-67.25	-99	-99	-97.85	-99	-99	-98.5	-99	-99	-99	-99	-99	-99	-99	-83.825	-99	-96	-99	-99	-82.375	-98.8	-96.9	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
13.28	12.03	-85.6	-65.525	-96.375	-99	-99	-99	-99	-99	-99	-59.825	-61.95	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-83.225	-97.75	-98.55	-91.9	-99	-85.575	-94.3	-87.3	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
10.51	13.33	-84.85	-60.825	-97.5	-99	-99	-99	-99	-99	-99	-59.95	-64.175	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-89.125	-98.7	-99	-99	-99	-80.275	-99	-91.75	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
3.05	12.15	-93.925	-54.7	-77.475	-99	-99	-99	-99	-99	-99	-66.025	-74.65	-86.325	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-94.425	-98.5	-90.05	-99	-99	-79.875	-99	-99	-99	-99	-99	-99	-97.025	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
3.16	7.68	-88.95	-61.7	-77.675	-99	-99	-99	-99	-99	-99	-61.575	-75.675	-87.475	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-80.55	-94.55	-88.425	-99	-99	-75.825	-99	-99	-99	-99	-99	-99	-98	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
3.11	3.5	-90.55	-66.325	-79	-99	-99	-99	-99	-95.975	-99	-70.35	-85.9	-85.575	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-90.7	-89.35	-99	-99	-75.975	-99	-99	-99	-99	-99	-99	-94.85	-97.75	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
16.21	37.06	-60.4	-74.725	-99	-99	-92.3	-99	-83.975	-99	-99	-86.2	-93.175	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-80.95	-96.175
13.28	32.15	-51.8	-77.175	-99	-99	-91.4	-99	-84.45	-99	-99	-89.875	-96.5	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-83.35	-95.375
10.96	28.64	-38.6	-67.85	-96.625	-99	-97.95	-99	-88.075	-99	-99	-83.8	-94.475	-99	-99	-92.75	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
9.6	25.65	-53.9	-65.625	-93.5	-99	-99	-99	-87.275	-99	-99	-80.85	-97.95	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-90.075	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
8.02	23.33	-59.025	-59.8	-89.5	-99	-99	-99	-92.175	-99	-99	-77.8	-92.6	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-93.025	-99	-99	-88.1	-99	-96.125	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
7.97	19.77	-65.825	-58.475	-83.475	-99	-99	-99	-99	-99	-99	-73.975	-86.925	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-92.875	-99	-99	-86.4	-99	-95.2	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
7.97	16.16	-69.025	-52.725	-84.775	-99	-99	-99	-97.925	-99	-99	-63.425	-76.225	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-92.325	-99	-99	-81.875	-99	-93.85	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
7.97	7.63	-78.5	-65.95	-89.55	-99	-99	-99	-99	-99	-99	-53.775	-73.15	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-73.6	-97.225	-84.675	-99	-99	-70.1	-99	-99	-99	-99	-99	-99	-95.85	-98.3	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-97.75	-99	-99	-99	-99	-99	-99	-99	-99
